id;weight_in_kg;number_packages;origin;destination
118312;31;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
118164;12,3;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
117552;13,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
117368;2,31;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
117363;81;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
115537;3,01;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
114713;46;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
113685;2,98;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
113595;8,85;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
112952;2,31;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
112115;14,25;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
111405;80,4;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
109055;4,8;6;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
108254;8,86;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
107909;7,28;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
107901;15,06;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;LUFTHANSA TECHNIK LOGISTIK GmbH 400403 197  Cargo City Süd, Gebäude 516    DE - 60549 FRANKFURT/MAIN
114247;1,16;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGASIN CLERMONT-FERRAND HOP! 501468 661  149 AVENUE DU BREZET    FR - 63100 CLERMONT-FERRAND
114805;0,36;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGASIN ECC LEASING DUBLIN 501468 662  ZI AERONAUTIQUE SUD    FR - 63100 CLERMONT-FERRAND
113823;0,7;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGASIN ECC LEASING DUBLIN 501468 662  ZI AERONAUTIQUE SUD    FR - 63100 CLERMONT-FERRAND
117547;1,81;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGNAGHI AERONAUTICA S.P.A. SUP790031 662  VIA GALILEO FERRARIS, 76    IT - 80142 NAPOLI
115675;1,97;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGNAGHI AERONAUTICA S.P.A. SUP790031 662  VIA GALILEO FERRARIS, 76    IT - 80142 NAPOLI
111524;8,84;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MAGNAGHI AERONAUTICA S.P.A. SUP790031 662  VIA GALILEO FERRARIS, 76    IT - 80142 NAPOLI
107676;39;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Magnet-Schultz GmbH W006056 91  Allgäuer Straße 30    DE - 87700 Memmingen
118065;58;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Magnet-Schultz GmbH W006257 91  Allgäuer Straße 30    DE - 87700 Memmingen
116193;10,73;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MARTIN GEORG GMBH SUP676901 197  MARTINSTR.55    DE - 63128 DIETZENBACH
109793;10,44;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MECAPROTEC INDUSTRIES SA SUP201300 661  34 BOULEVARD DE JOFFRERY    FR - 31605 MURET CEDEX
112985;3,07;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MEGGITT AEROSPACE LTD - T/A MEGGITT SUP780214 226  HOLBROOK LANE - CV6 4AA COVENTRY
112983;10,31;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MEGGITT AEROSPACE LTD - T/A MEGGITT SUP780214 226  HOLBROOK LANE - CV6 4AA COVENTRY
109196;2,43;7;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MEGGITT AEROSPACE LTD - T/A MEGGITT SUP780214 226  HOLBROOK LANE - CV6 4AA COVENTRY
113340;142;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MEGGITT AEROSPACE LTD - T/A MEGGITT SUP780214 91  HOLBROOK LANE - CV6 4AA COVENTRY
109832;11,36;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Meggitt Aerospace Ltd W006078 226  Holbrook Lane - - CV6 4AA Coventry
117500;8,23;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mess-u. Datentechnik H.-J. Helmbold W006171 672  Albrecht-Dürer-Ring  7    DE - 63110 Rodgau
115190;143;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;METALL-TECHNIK-MENGES GMBH SUP645412 639  RICHARD-WAGNER-STRASSE 13    DE - 55435 GAU-ALGESHEIM
111351;96;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;METALL-TECHNIK-MENGES GMBH SUP645412 91  RICHARD-WAGNER-STRASSE 13    DE - 55435 GAU-ALGESHEIM
109187;20,75;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MICROTECNICA S.R.L. SUP745140 226  VIA S. MAURIZIO AL LAMBRO 20    IT - 20047 BRUGHERIO
116200;42,8;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MICROTECNICA S.R.L. SUP745140 668  VIA S. MAURIZIO AL LAMBRO 20    IT - 20047 BRUGHERIO
113676;6,55;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mimatic GmbH W006170 669  Westendstraße 3    DE - 87488 Betzigau
115551;2,55;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mimatic GmbH W006196 669  Westendstraße 3    DE - 87488 Betzigau
109106;1,19;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. m000049 667  ASHCHURCH - GL20 8NA TEWKESBURY
108930;1,09;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP780226 210  ASHCHURCH, TEWKESBURY - GL20 8NA GLOS.
107245;7,2;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP780226 213  ASHCHURCH, TEWKESBURY - GL20 8NA ASHCHURCH, TEWKESBURY
109194;3,71;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP780226 226  ASHCHURCH, TEWKESBURY - GL20 8NA GLOS.
112989;2,36;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP780226 226  ASHCHURCH, TEWKESBURY - L20 8NA G GLOS.
113719;14,57;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP780226 250  ASHCHURCH, TEWKESBURY - GL20 8NA U-GLOS
110738;0,74;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP781002 250  ASHCHURCH, TEWKESBURY - GL20 8NA GLOS.
109104;0,65;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MOOG CONTROLS LTD. SUP781002 250  ASHCHURCH, TEWKESBURY - GL20 8NA GLOS.
107042;0,36;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MPA Materialprüfungsamt NRW W006046 669  Marsbruchstr.  186    DE - 44287 Dortmund
107269;0,87;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mr. Lee Poole / Airbus Op. Ltd. W005991 250  Aerospace Avenue - - BS34 7PA Filton
112912;1,78;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mubea Carbo Tech GmbH W006157 213  Eugen Müller Straße 16 - 5020 Salzburg
110679;48;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MUEHLBAUER MASCHINENBAU GMBH 499999 91  RAINDORFER STRASSE 12    DE - 93486 RUNDING
108252;173;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MUEHLBAUER MASCHINENBAU GMBH SUP692323 197  RAINDORFER STRASSE 12    DE - 93486 RUNDING
115195;288,5;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MUEHLBAUER MASCHINENBAU GMBH SUP692323 91  RAINDORFER STRASSE 12    DE - 93486 RUNDING
113651;86;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MUEHLBAUER MASCHINENBAU GMBH SUP692323 91  RAINDORFER STRASSE 12    DE - 93486 RUNDING
113345;49;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MUEHLBAUER MASCHINENBAU GMBH SUP692323 91  RAINDORFER STRASSE 12    DE - 93486 RUNDING
114127;46;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Mühlbauer Maschinenbau GmbH W006194 91  Raindorfer Str.  12    DE - 93486 Runding
118293;235;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ  Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
118289;134;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ  Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
116335;59,6;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
116311;80,4;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
114367;82;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
114275;59,4;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
114273;245,5;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
114271;186,4;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
111532;121;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
111530;201;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
109846;39,2;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
109838;93,8;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
107919;306;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
107913;133,8;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;MWZ Stute 401070 487  Heykenaukamp 20    DE - 21147 Hamburg
111403;2,04;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;nanoAnalytics GmbH W006090 197  Heisenbergstraße 11    DE - 48149 Münster
116206;1,44;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;NCTE AG W006223 667  Raiffeisenallee 3    DE - 82041 Oberhaching
112021;0,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;NMB-MINEBEA GMBH SUP204363 668  SIEMENSSTRASSE 30    DE - 63225 LANGEN
110698;0,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;NMB-MINEBEA GMBH SUP204363 668  SIEMENSSTRASSE 30    DE - 63225 LANGEN
116204;1,67;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Nordson Deutschland Gmbh W006213 667  Heinrich-Hertz-Strasse 42    DE - 40699 Erkrath
114301;1,01;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices 501364 661  86 route de Roissy    FR - 93290 Tremblay-en-France
113825;8,66;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices 501364 661  86 route de Roissy    FR - 93290 Tremblay-en-France
111511;1,58;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices 501364 661  86 route de Roissy    FR - 93290 Tremblay-en-France
109789;0,54;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices 501364 661  86 route de Roissy    FR - 93290 Tremblay-en-France
107294;1,75;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices 501364 661  86 route de Roissy    FR - 93290 Tremblay-en-France
114801;4,1;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices SAS 501365 661  86 route de Roissy    FR - 93290 Tremblay-en-France
116254;1,23;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OEMServices SAS 501372 661  86 route de Roissy    FR - 93290 Tremblay-en-France
110714;5,5;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OERLIKON BALZERS COATING GERMANY SUP640523 670  AM OCKENHEIMER GRABEN 41    DE - 55411 BINGEN
110712;12,5;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OERLIKON BALZERS COATING GERMANY SUP640523 670  AM OCKENHEIMER GRABEN 41    DE - 55411 BINGEN
110658;47;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OERLIKON BALZERS COATING GERMANY SUP640523 91  AM OCKENHEIMER GRABEN 41    DE - 55411 BINGEN
117385;2,38;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OGMA-Industria Aeronautica 501362 210  PT - 2615 173 Alverca
115636;0,87;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OGMA-Industria Aeronautica 501362 210  PT - 2615 173 Alverca
107730;2,04;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OGMA-Industria Aeronautica 501362 210  PT - 2615 173 Alverca
111396;6,95;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OMA S.P.A. SUP777179 668  VIA CAGLIARI,20    IT - 06034 FOLIGNO/PG
111019;1,59;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;OSG GmbH W006124 669  Karl-Ehmann-Straße  25    DE - 73037 Goeppingen
113706;0,91;4;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 250  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
116289;1,35;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 662  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
113805;1,01;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 662  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
111469;1,11;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 662  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
111467;0,82;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 662  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
107281;1,36;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN CORPORATION SERVO SUP781616 662  2010 WALDREP INDUSTRIAL BLVD - 31021 DUBLIN, GEORGIA-2699
112111;10,28;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 197  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
117494;10,82;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 226  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
115439;10,22;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 669  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
114674;10,33;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 669  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
114672;10,84;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 669  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
114670;10,83;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PARKER HANNIFIN GMBH SUP688988 669  LORENZ-SCHOTT-STR.9    DE - 55252 MAINZ-KASTEL
107674;10;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Parker Hannifin GmbH W006057 91  Lorenz-Schott-Strasse 9    DE - 55252 Mainz-Kastel
118067;35;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Parker Hannifin GmbH W006256 91  Lorenz-Schott-Strasse 9    DE - 55252 Mainz-Kastel
115541;8,55;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Parker Hannifin Manufacturing W006217 197  Lorenz-Schott-Strasse  9    DE - 55252 Mainz-Kastel
114803;0,2;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Patrick Simon 499999 81  Sonnendorf Triesting Au 8 - 2524 Teesdorf
112980;0,46;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PC&S TECHNOLOGIES GMBH 401448 226  AM BLEICHANGER 48    DE - 87600 KAUFBEUREN
107930;67;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PC&S TECHNOLOGIES GMBH SUP210965 91  AM BLEICHANGER 48    DE - 87600 KAUFBEUREN
111508;0,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PENNY UND GILES CONTROLS LTD SUP798491 226  Aviation Park West - BH23 6HH Christchurch, Dorset
115445;1,33;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Peter Bührmann W006221 669  Braakkamp 6    DE - 49429 Visbek
109020;1,12;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PGA Portugalia Airlines 501424 213  Aeroporto Lissabon    PT - 1700 111 Lissabon
116210;8,96;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PORTUGALIA-COMPANHIA PORTUGUESA 501424 668  AEROPORTO LISBOA HANGAR 5    PT - 1749-078 LISBOA
115193;67;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;PRAXAIR SURFACE TECHNOLOGIES GMBH SUP679389 91  ROBERT-ZAPP-STRASSE 7    DE - 40880 RATINGEN
118035;8,4;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Präzisionswerk Schnatz GmbH&Co.KG W006103 669  Siemensstr. 2    DE - 63768 Hösbach
112128;0,6;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Proponent BV 502076 226  Boerhaaveweg 5-7    NL - 2408 AD Alphen a/d Rijn
114339;33;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Regenerierstation Stuttgart W006133 91  Siemensstraße 37    DE - 70825 Korntal-Münchingen
112020;5,15;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;REGIONAL JET CENTER BV 501008 210  WESTERKIMWEG H73    NL - 1117 SC HIPHOL-EAST
112123;0,43;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Röder Präzision GmbH 401483 226  Am Flugplatz    DE - 63329 Egelsbach
108981;2,59;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Roth Harry 401463 91  Brunnenrain 1    DE - 79183 Waldkirch i. Br.
111031;55;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;ROTH HARRY PRAEZISIONSDREHTEILE 499999 91  SIENSBACHER STRASSE 12    DE - 79183 WALDKIRCH I.BR.
114726;2,06;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Roth Harry W006178 197  Brunnenrain  1    DE - 79183 Waldkirch
112178;1,05;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;RS Components GmbH W006106 667  Am Schloß Eichhof 2    DE - 36251 Bad Hersfeld
118218;0,89;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Sabena technics BOD 501958 668  19 Rue Marcel Issartier    FR - 33693 Merignac Cedex
111373;0,67;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Sabena technics BOD 501958 668  19, Rue Marcel Issartier    FR - 33693 Merignac Cedex
111388;0,73;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN AEROSYSTEMS HYDRAULICS SUP750812 658  ROUTE DE JALLANS    FR - 28200 CHATEAUDUN
110700;0,8;6;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN AEROSYSTEMS HYDRAULICS SUP750812 658  ROUTE DE JALLANS    FR - 28200 CHATEAUDUN
110693;0,81;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN AEROSYSTEMS HYDRAULICS SUP750812 658  ROUTE DE JALLANS    FR - 28200 CHATEAUDUN
107222;87;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN ELECTRICAL COMPONENTS S.A.S. SUP209632 662  20, AVENUE GEORGES POMPIDOU,    FR - 37600 LOCHES
116252;0,63;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN ELECTRICAL COMPONENTS S.A.S. SUP209671 662  20, AVENUE GEORGES POMPIDOU,    FR - 37600 LOCHES
115662;0,78;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS 501200 658  3 Rue Antoine de Saint Exupery    FR - 67129 Molsheim Cedex
118204;8,46;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS SERV. DINARD 502040 668  BOULEVARD CLAUDE ROUSSEAU    FR - 35800 SAINT-LUNAIRE
117419;70,4;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS SERV. DINARD 502040 668  BOULEVARD CLAUDE ROUSSEAU    FR - 35800 SAINT-LUNAIRE
112182;2,11;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS SERV. DINARD 502040 668  BOULEVARD CLAUDE ROUSSEAU    FR - 35800 SAINT-LUNAIRE
111360;3,15;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS SERV. DINARD 502040 668  BOULEVARD CLAUDE ROUSSEAU    FR - 35800 SAINT-LUNAIRE
107306;1,51;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS SERV. DINARD 502040 668  BOULEVARD CLAUDE ROUSSEAU    FR - 35800 SAINT-LUNAIRE
118283;0,55;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 210  Down Hatherley Lane - GL2 9QD GLOUCESTER
116182;0,28;4;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 213  Cheltenham Road East - GL2 9QH Gloucester
112838;82,6;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 213  Cheltenham Road East - GL2 9QH Gloucester
107236;0,65;8;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 213  Cheltenham Road East - GL2 9QH Gloucester
107686;0,7;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 213  Down Hatherley Lane - GL2 9QD GLOUCESTER
116233;1,45;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 226  Down Hatherley Lane - GL2 9QD GLOUCESTER
109114;2,77;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 250  Down Hatherley Lane - GL2 9QD GLOUCESTER
116229;5,55;3;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN LANDING SYSTEMS UK,Ltd 500436 672  Down Hatherley Lane - GL2 9QD GLOUCESTER
107678;54,2;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SAFRAN POWER UNITS 501029 91  8, chemin du Pont de Rupe    FR - 31200 Toulouse
118242;0,64;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
116202;6,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
114730;2,86;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
112025;1,48;2;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
108294;1,05;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
107742;0,68;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
107314;0,62;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Satair A/S Copenhagen 510012 668  Amager Landevej 147A - 2770 Kastrup
109074;1,34;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SCHLEDT ALBAN GMBH UND CO KG SUP688700 197  INDUSTRIESTRASSE 38    DE - 64807 DIEBURG
109693;45,6;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Schleich GmbH W006027 91  An der Schleuse  11    DE - 58675 Hemer
117359;1,15;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;Sensor-Technik Wiedemann GmbH W006156 197  Am Bärenwald 6    DE - 87600 Kaufbeuren
114202;10,12;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SHORT BROTHERS PLC 500214 213  AIRPORT ROAD - BT3 9DZ BELFAST
109822;1,25;1;Pfänderstrasse  50-52  DE - 88161 Lindenberg;SHORT BROTHERS PLC 505026 668  2 AIRPORT ROAD - BT3 9DZ Belfast
